Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
4987302826,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Cooper Kupp (41034350),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders (41034969),,QB,Mason Rudolph (41033964),Mason Rudolph,41033964,QB,4100,PIT@BAL 12/07/2025 01:00PM ET,PIT,3.6
4987302830,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Tyler Lockett (41034380),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Steelers (41034962),,TE,Mark Andrews (41034704),Mark Andrews,41034704,TE/FLEX,4100,PIT@BAL 12/07/2025 01:00PM ET,BAL,9.22
4987302832,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Josh Jacobs (41034030),Bijan Robinson (41034022),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Raiders (41034969),,WR,Malik Washington (41034352),Malik Washington,41034352,WR/FLEX,4100,MIA@NYJ 12/07/2025 01:00PM ET,MIA,7.35
4987302838,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Zonovan Knight (41034064),Pat Bryant (41034388),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers (41034957),,RB,Audric Estime (41034158),Audric Estime,41034158,RB/FLEX,4100,NO@TB 12/07/2025 01:00PM ET,NO,0
4987302840,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Josh Jacobs (41034030),Bijan Robinson (41034022),Luther Burden III (41034362),Cooper Kupp (41034350),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns (41034951),,RB,Raheem Mostert (41034112),Raheem Mostert,41034112,RB/FLEX,4100,DEN@LV 12/07/2025 04:05PM ET,LV,2.79
4987302841,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Jaxon Smith-Njigba (41034266),Xavier Weaver (41034426),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans (41034959),,RB,Ray Davis (41034110),Ray Davis,41034110,RB/FLEX,4100,CIN@BUF 12/07/2025 01:00PM ET,BUF,2.37
4987302843,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Bijan Robinson (41034022),Cooper Kupp (41034350),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Steelers (41034962),,RB,Corey Kiner (41034194),Corey Kiner,41034194,RB/FLEX,4000,LAR@ARI 12/07/2025 04:25PM ET,ARI,0
4987302846,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Darnell Mooney (41034326),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),AJ Barner (41034726),Puka Nacua (41034268),Raiders (41034969),,QB,Drew Lock (41034012),Drew Lock,41034012,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0.02
4987302850,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Bijan Robinson (41034022),Pat Bryant (41034388),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Packers (41034957),,QB,Jalen Milroe (41034013),Jalen Milroe,41034013,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,-0.2
4987302857,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Bijan Robinson (41034022),Troy Franklin (41034302),Cooper Kupp (41034350),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders (41034960),,QB,Easton Stick (41034014),Easton Stick,41034014,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,0
4987302865,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Bijan Robinson (41034022),Darnell Mooney (41034326),Puka Nacua (41034268),Michael Wilson (41034298),AJ Barner (41034726),RJ Harvey (41034050),Titans (41034959),,QB,Michael Penix Jr. (41034015),Michael Penix Jr.,41034015,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,14.25
4987302871,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),De'Von Achane (41034020),Kenneth Walker III (41034052),Adonai Mitchell (41034334),Darnell Mooney (41034326),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers (41034957),,QB,Emory Jones (41034016),Emory Jones,41034016,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,0
4987302873,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Puka Nacua (41034268),Courtland Sutton (41034300),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Browns (41034951),,QB,Kyle Trask (41034017),Kyle Trask,41034017,QB,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,0
4987302876,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Puka Nacua (41034268),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),David Sills V (41034364),Saints (41034966),,RB,Cam Akers (41034248),Cam Akers,41034248,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,2.39
4987302878,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Aaron Jones Sr. (41034060),Kenneth Walker III (41034052),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns (41034951),,RB,Myles Gaskin (41034250),Myles Gaskin,41034250,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0.6
4987302889,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Bijan Robinson (41034022),Kenneth Walker III (41034052),Jordan Addison (41034322),Terry McLaurin (41034316),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders (41034960),,RB,Velus Jones Jr. (41034252),Velus Jones Jr.,41034252,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0
4987302792,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),RJ Harvey (41034050),Ashton Jeanty (41034042),Cooper Kupp (41034350),Darnell Mooney (41034326),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns (41034951),,RB,George Holani (41034254),George Holani,41034254,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,1.44
4987302801,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Troy Franklin (41034302),Darnell Mooney (41034326),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Steelers (41034962),,RB,Kenny McIntosh (41034256),Kenny McIntosh,41034256,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0
4987302816,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Pat Bryant (41034388),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Browns (41034951),,RB,Robbie Ouzts (41034258),Robbie Ouzts,41034258,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0
4987302817,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Cooper Kupp (41034350),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Packers (41034957),,RB,Brady Russell (41034260),Brady Russell,41034260,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,0
4987302827,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Josh Jacobs (41034030),Ashton Jeanty (41034042),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Cole Kmet (41034750),RJ Harvey (41034050),Browns (41034951),,RB,Nathan Carter (41034262),Nathan Carter,41034262,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,1
4987302836,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Darnell Mooney (41034326),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Raiders (41034969),,RB,Carlos Washington Jr. (41034264),Carlos Washington Jr.,41034264,RB/FLEX,4000,SEA@ATL 12/07/2025 01:00PM ET,ATL,0
4987302845,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Josh Jacobs (41034030),Ashton Jeanty (41034042),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Colston Loveland (41034728),RJ Harvey (41034050),Packers (41034957),,DST,Seahawks  (41034948),Seahawks ,41034948,DST,4000,SEA@ATL 12/07/2025 01:00PM ET,SEA,11
4987302854,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Matthew Stafford (41033941),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Puka Nacua (41034268),Tre Tucker (41034330),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Jets (41034964),,QB,Tyler Huntley (41034008),Tyler Huntley,41034008,QB,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,11.68
4987302805,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Sam Darnold (41033951),RJ Harvey (41034050),Ashton Jeanty (41034042),Dylan Drummond (41034676),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Cardinals (41034967),,QB,Cooper Rush (41034009),Cooper Rush,41034009,QB,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,1.68
4987302807,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Sam Darnold (41033951),Ashton Jeanty (41034042),Bijan Robinson (41034022),Puka Nacua (41034268),Tre Tucker (41034330),Michael Wilson (41034298),AJ Barner (41034726),RJ Harvey (41034050),Raiders (41034969),,QB,Will Howard (41034010),Will Howard,41034010,QB,4000,PIT@BAL 12/07/2025 01:00PM ET,PIT,0
4987302848,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Tyrod Taylor (41033956),De'Von Achane (41034020),Kenneth Walker III (41034052),Adonai Mitchell (41034334),Darnell Mooney (41034326),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders (41034960),,QB,Skylar Thompson (41034011),Skylar Thompson,41034011,QB,4000,PIT@BAL 12/07/2025 01:00PM ET,PIT,0
4988959916,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Jordan Addison (41034322),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Rasheen Ali (41034234),Rasheen Ali,41034234,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,0.47
4988959917,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Quinshon Judkins (41034038),Luther Burden III (41034362),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers  (41034957),,RB,Justice Hill (41034236),Justice Hill,41034236,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,6.52
4988959918,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),James Cook III (41034024),Ashton Jeanty (41034042),Pat Bryant (41034388),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Patrick Ricard (41034238),Patrick Ricard,41034238,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,0.05
4988959919,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers  (41034957),,RB,Lucas Scott (41034240),Lucas Scott,41034240,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,BAL,0
4988959920,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Darnell Mooney (41034326),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans  (41034959),,RB,Kaleb Johnson (41034242),Kaleb Johnson,41034242,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,PIT,1
4988959921,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Quinshon Judkins (41034038),Deebo Samuel Sr. (41034304),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Lew Nichols (41034244),Lew Nichols,41034244,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,PIT,0
4988959922,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers  (41034957),,RB,Trey Sermon (41034246),Trey Sermon,41034246,RB/FLEX,4000,PIT@BAL 12/07/2025 01:00PM ET,PIT,0
4988959923,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Breece Hall (41034036),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders  (41034969),,QB,Dillon Gabriel (41033969),Dillon Gabriel,41033969,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,CLE,8.01
4988959924,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Terry McLaurin (41034316),Raiders  (41034969),,QB,Brandon Allen (41034003),Brandon Allen,41034003,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0
4988959925,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Michael Wilson (41034298),Terry McLaurin (41034316),Puka Nacua (41034268),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Raiders  (41034969),,QB,Will Levis (41034004),Will Levis,41034004,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0
4988959926,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Saints  (41034966),,QB,Trevor Siemian (41034005),Trevor Siemian,41034005,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0
4988959927,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns  (41034951),,QB,Deshaun Watson (41034006),Deshaun Watson,41034006,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,CLE,0
4988959928,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Ashton Jeanty (41034042),Adonai Mitchell (41034334),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,QB,Bailey Zappe (41034007),Bailey Zappe,41034007,QB,4000,TEN@CLE 12/07/2025 01:00PM ET,CLE,0
4988959929,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),James Cook III (41034024),Ashton Jeanty (41034042),Luther Burden III (41034362),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Steelers  (41034962),,RB,Kalel Mullings (41034224),Kalel Mullings,41034224,RB/FLEX,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0
4988959930,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Breece Hall (41034036),Adonai Mitchell (41034334),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Julius Chestnut (41034226),Julius Chestnut,41034226,RB/FLEX,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0.32
4988959931,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Adonai Mitchell (41034334),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Jordan Mims (41034228),Jordan Mims,41034228,RB/FLEX,4000,TEN@CLE 12/07/2025 01:00PM ET,TEN,0
4988959932,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Adonai Mitchell (41034334),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Terry McLaurin (41034316),Commanders  (41034960),,RB,Jerome Ford (41034230),Jerome Ford,41034230,RB/FLEX,4000,TEN@CLE 12/07/2025 01:00PM ET,CLE,3.38
4988959933,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Breece Hall (41034036),Darnell Mooney (41034326),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Raheim Sanders (41034232),Raheim Sanders,41034232,RB/FLEX,4000,TEN@CLE 12/07/2025 01:00PM ET,CLE,3.15
4988959934,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Jordan Addison (41034322),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders  (41034969),,QB,Tyson Bagent (41033968),Tyson Bagent,41033968,QB,4000,CHI@GB 12/07/2025 04:25PM ET,CHI,0.86
4988959935,NFL $0.25 Contest,185634255,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),De'Von Achane (41034020),Pat Bryant (41034388),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders  (41034969),,QB,Malik Willis (41034000),Malik Willis,41034000,QB,4000,CHI@GB 12/07/2025 04:25PM ET,GB,3.21
4988972040,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),James Cook III (41034024),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Saints  (41034966),,QB,Clayton Tune (41034001),Clayton Tune,41034001,QB,4000,CHI@GB 12/07/2025 04:25PM ET,GB,0
4988972041,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),RJ Harvey (41034050),Darnell Mooney (41034326),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns  (41034951),,QB,Case Keenum (41034002),Case Keenum,41034002,QB,4000,CHI@GB 12/07/2025 04:25PM ET,CHI,0
4988972042,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),RJ Harvey (41034050),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders  (41034960),,RB,Chris Brooks (41034212),Chris Brooks,41034212,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,GB,1.66
4988972043,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),James Cook III (41034024),Deebo Samuel Sr. (41034304),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders  (41034969),,RB,MarShawn Lloyd (41034214),MarShawn Lloyd,41034214,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,GB,0
4988972044,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Ashton Jeanty (41034042),Jaxon Smith-Njigba (41034266),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Terry McLaurin (41034316),Packers  (41034957),,RB,Pierre Strong Jr. (41034216),Pierre Strong Jr.,41034216,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,GB,0
4988972045,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Adonai Mitchell (41034334),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers  (41034957),,RB,Travis Homer (41034218),Travis Homer,41034218,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,CHI,-0.03
4988972046,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Jaxon Smith-Njigba (41034266),Luther Burden III (41034362),Kyle Pitts Sr. (41034702),Michael Wilson (41034298),Commanders  (41034960),,RB,Roschon Johnson (41034220),Roschon Johnson,41034220,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,CHI,0.24
4988972047,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Michael Wilson (41034298),Terry McLaurin (41034316),Puka Nacua (41034268),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Cardinals  (41034967),,RB,Deion Hankins (41034222),Deion Hankins,41034222,RB/FLEX,4000,CHI@GB 12/07/2025 04:25PM ET,CHI,0
4988972048,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Breece Hall (41034036),Deebo Samuel Sr. (41034304),Jordan Addison (41034322),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Jets  (41034964),,QB,Nick Mullens (41033995),Nick Mullens,41033995,QB,4000,IND@JAX 12/07/2025 01:00PM ET,JAX,-0.15
4988972049,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Jaxon Smith-Njigba (41034266),Luther Burden III (41034362),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Terry McLaurin (41034316),Browns  (41034951),,QB,Carter Bradley (41033996),Carter Bradley,41033996,QB,4000,IND@JAX 12/07/2025 01:00PM ET,JAX,0
4988972050,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Quinshon Judkins (41034038),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Puka Nacua (41034268),Kyle Pitts Sr. (41034702),Ashton Jeanty (41034042),Raiders  (41034969),,QB,Riley Leonard (41033997),Riley Leonard,41033997,QB,4000,IND@JAX 12/07/2025 01:00PM ET,IND,0.1
4988972051,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Luther Burden III (41034362),Michael Wilson (41034298),Terry McLaurin (41034316),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Broncos  (41034949),,QB,Anthony Richardson Sr. (41033998),Anthony Richardson Sr.,41033998,QB,4000,IND@JAX 12/07/2025 01:00PM ET,IND,1.08
4988972052,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Quinshon Judkins (41034038),Michael Wilson (41034298),Terry McLaurin (41034316),Puka Nacua (41034268),AJ Barner (41034726),Ashton Jeanty (41034042),Raiders  (41034969),,QB,Brett Rypien (41033999),Brett Rypien,41033999,QB,4000,IND@JAX 12/07/2025 01:00PM ET,IND,0
4988972053,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Aaron Jones Sr. (41034060),Michael Wilson (41034298),Terry McLaurin (41034316),Puka Nacua (41034268),Kyle Pitts Sr. (41034702),Ashton Jeanty (41034042),Raiders  (41034969),,RB,LeQuint Allen Jr. (41034196),LeQuint Allen Jr.,41034196,RB/FLEX,4000,IND@JAX 12/07/2025 01:00PM ET,JAX,1.51
4988972054,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Quinshon Judkins (41034038),Ashton Jeanty (41034042),Deebo Samuel Sr. (41034304),Jordan Addison (41034322),Jaxon Smith-Njigba (41034266),Kyle Pitts Sr. (41034702),Michael Wilson (41034298),Saints  (41034966),,RB,Cody Schrader (41034198),Cody Schrader,41034198,RB/FLEX,4000,IND@JAX 12/07/2025 01:00PM ET,JAX,0
4988972055,NFL $3K Quarter Jukebox [Just $0.25!],185844110,$0.25 ,Jayden Daniels (41033946),Josh Jacobs (41034030),Quinshon Judkins (41034038),Luther Burden III (41034362),Terry McLaurin (41034316),Puka Nacua (41034268),Kyle Pitts Sr. (41034702),Ashton Jeanty (41034042),Commanders  (41034960),,RB,Ja'Quinden Jackson (41034200),Ja'Quinden Jackson,41034200,RB/FLEX,4000,IND@JAX 12/07/2025 01:00PM ET,JAX,0
